,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,mode,liveness,loudness,speechiness,tempo,time_signature,valence
638,Burning Love,Burning Love,Elvis Presley,1999-07-12,170600,0,0.673,0.0894,0.787,0.00701,11,0,0.262,-9.664,0.0281,143.492,4,0.97
639,Clean up Woman,I Love The Way You Love,Betty Wright,1972,169533,59,0.865,0.566,0.652,0.000919,5,1,0.0833,-9.046,0.143,90.081,4,0.829
640,Hold Your Head Up - Single Version,Greatest Hits: Singles,Argent,2008-11-25,197906,28,0.388,0.329,0.526,0.0217,7,1,0.156,-9.595,0.0296,175.778,4,0.589
641,Jungle Fever,Jungle Fever,The Chakachas,1972-01-01,195995,0,0.675,0.583,0.66,0.254,0,1,0.216,-8.377,0.132,96.155,4,0.67
642,Everything I Own,Baby I'm-a Want You,Bread,1972,187000,71,0.365,0.735,0.338,0.0,2,1,0.104,-13.406,0.0322,79.241,4,0.446
643,In The Rain,"Stax Chartbusters, Vol. 3",The Dramatics,2008-01-01,209626,1,0.477,0.55,0.525,0.00016,8,0,0.338,-9.555,0.048,72.218,4,0.539
644,Look What You Done for Me,I'm Still In Love With You,Al Green,1972-10-23,185813,0,0.603,0.373,0.551,2.28e-06,10,1,0.177,-9.159,0.0476,95.676,4,0.819
645,Bang a Gong (Get It On) - 2003 Remaster,Electric Warrior [Expanded & Remastered],T. Rex,1971-09-24,267000,64,0.729,0.157,0.818,0.284,2,1,0.195,-9.992,0.0732,125.814,4,0.906
646,The Happiest Girl In The Whole U.S.A.,The Happiest Girl In The Whole U.S.A.,Donna Fargo,1998-12-29,150400,26,0.597,0.749,0.426,0.0,7,1,0.63,-10.04,0.0261,97.889,3,0.559
647,Mother and Child Reunion,Paul Simon,Paul Simon,1972-01-14,187400,0,0.713,0.0852,0.633,0.0,9,1,0.0621,-7.914,0.0328,119.85,4,0.77
648,Where Is the Love,Roberta Flack & Donny Hathaway,Roberta Flack,1972,163453,25,0.552,0.252,0.386,2.78e-06,8,1,0.0954,-15.39,0.0279,114.969,4,0.583
649,Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,Tuneweaving,Dawn,1973-05-12,206253,54,0.559,0.283,0.615,0.0,5,1,0.0957,-12.27,0.0473,87.601,4,0.68
650,"Bad, Bad Leroy Brown",Life And Times,Jim Croce,1973-01-01,181160,0,0.674,0.517,0.795,0.0,7,1,0.0673,-7.461,0.0424,147.959,4,0.876
651,Killing Me Softly With His Song,Killing Me Softly,Roberta Flack,1973-01-01,286920,75,0.476,0.727,0.381,0.0,5,0,0.0614,-10.238,0.0342,121.948,4,0.33
652,Let's Get It On - Single Version,Chronicles,Marvin Gaye,2005-06-21,242093,0,0.499,0.268,0.648,0.0,3,1,0.0342,-9.735,0.0976,166.668,4,0.645
653,My Love - 1993 Digital Remaster,Wings Greatest,Paul McCartney,1993,250360,0,0.432,0.263,0.305,0.0139,5,1,0.0725,-16.657,0.0364,120.256,4,0.113
654,Why Me,Jesus Was A Capricorn,Kris Kristofferson,1972,206333,0,0.44,0.678,0.153,0.0,7,1,0.103,-15.804,0.0267,81.668,3,0.302
655,Crocodile Rock,Don't Shoot Me I'm Only The Piano Player,Elton John,1973-01-22,235440,73,0.621,0.0263,0.8,1.51e-05,4,0,0.0591,-7.284,0.0344,149.91,4,0.968
656,Will It Go Round In Circles,Ultimate Collection: Billy Preston,Billy Preston,2000-01-01,268893,44,0.677,0.284,0.871,3.02e-05,1,1,0.405,-7.997,0.0281,98.446,4,0.898
657,You're so Vain,No Secrets,Carly Simon,1972,258411,76,0.659,0.157,0.678,6.69e-06,0,1,0.0784,-8.18,0.0313,106.186,4,0.647
658,Touch Me In The Morning - First Pressing Single Version,Touch Me In The Morning (Expanded Edition),Diana Ross,1973-06-22,233106,47,0.439,0.226,0.537,1.91e-06,6,1,0.111,-8.676,0.0326,137.067,4,0.586
659,Playground in My Mind - Rerecorded Version,The Wonderful World of the 70's: 100 Hit Songs,Clint Holmes,2014-08-27,178866,0,0.716,0.115,0.443,6.89e-06,5,1,0.234,-15.44,0.0376,124.691,4,0.965
660,Brother Louie,About Us,Stories,1973,235800,43,0.697,0.101,0.498,0.00082,9,0,0.13,-9.147,0.0419,103.77,4,0.85
661,Delta Dawn,Helen Reddy's Greatest Hits (And More),Helen Reddy,1987-01-01,191093,35,0.566,0.582,0.659,0.0,7,1,0.286,-11.976,0.0893,78.729,4,0.824
662,Me and Mrs. Jones,Me And Mrs. Jones: The Best Of Billy Paul,Billy Paul,1999-04-06,284960,27,0.335,0.492,0.508,9.65e-05,8,1,0.0787,-9.397,0.0527,199.517,3,0.407
663,Frankenstein,They Only Come Out At Night,The Edgar Winter Group,1972-11-30,284293,49,0.628,0.0901,0.669,0.898,2,0,0.237,-14.636,0.0932,96.152,4,0.5
664,Little Willy,Best Of Sweet,Sweet,1993-01-01,195533,31,0.728,0.0723,0.706,0.0,11,1,0.0782,-7.212,0.0314,125.237,4,0.866
665,You Are The Sunshine Of My Life - Single Version With Horns,The Definitive Collection,Stevie Wonder,2002-10-29,170933,0,0.457,0.517,0.597,0.000161,1,0,0.19,-11.213,0.0452,132.171,4,0.858
666,Half-Breed,Essential Collection: Cher,Cher,2001-01-01,165133,17,0.398,0.455,0.619,0.0,9,0,0.328,-7.639,0.0414,206.646,4,0.867
667,"That Lady, Pts. 1 & 2",Discover Isley Brothers,The Isley Brothers,1969,335506,9,0.339,0.158,0.807,4.47e-05,5,0,0.197,-8.905,0.0647,126.256,4,0.919
668,Pillow Talk,Pillow Talk: The Sensuous Sounds Of Sylvia,Sylvia,1996-08-20,265600,38,0.719,0.00796,0.572,2.47e-05,2,1,0.0946,-10.666,0.0356,109.515,4,0.676
669,We're An American Band - Remastered 2002,We're An American Band (Remastered / Bonus Track),Grand Funk Railroad,1973,207093,66,0.637,0.119,0.89,6.72e-05,7,1,0.103,-4.872,0.0677,127.689,4,0.923
670,Right Place Wrong Time,In The Right Place,Dr. John,1973,175240,63,0.789,0.0923,0.494,0.000408,1,1,0.144,-13.702,0.0456,104.593,4,0.826
671,Wildflower,Lost Hits Of The 70's (All Original Artists & Versions),Skylark,2010-01-01,250400,0,0.457,0.467,0.334,0.00483,5,1,0.126,-13.431,0.0299,126.38,4,0.462
672,Superstition - Single Version,The Definitive Collection,Stevie Wonder,2002-10-29,245493,0,0.64,0.0536,0.62,0.00694,8,1,0.0373,-11.99,0.0806,100.447,4,0.866
673,Loves Me Like a Rock,There Goes Rhymin' Simon,Paul Simon,1973-05-05,213453,54,0.649,0.256,0.584,0.0,7,1,0.199,-10.518,0.0674,144.972,4,0.75
674,The Morning After - Single Version,Best Of/20th Century,Maureen McGovern,2005-01-01,141720,41,0.408,0.475,0.511,0.0,6,1,0.625,-7.225,0.0263,80.176,4,0.354
675,Rocky Mountain High,Rocky Mountain High,John Denver,1972,278666,0,0.463,0.22,0.281,3.11e-06,4,1,0.317,-17.315,0.0288,81.487,4,0.742
676,Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Stealers Wheel,2009-01-01,203893,69,0.795,0.0934,0.564,0.000531,7,1,0.0631,-10.482,0.0392,124.166,4,0.961
677,Shambala - Single Version,"Celebrate: The Three Dog Night Story, 1965–1975",Three Dog Night,1993-01-01,207539,0,0.618,0.324,0.697,0.000963,9,1,0.32,-10.349,0.0327,126.544,4,0.867
678,Love Train,The Essential O'Jays,The O'Jays,2008-06-10,177373,19,0.727,0.247,0.701,0.0,0,1,0.523,-6.997,0.0348,122.449,4,0.735
679,I'm Gonna Love You Just A Little More Baby - Single Version,The Best Of Barry White 20th Century Masters The Millennium Collection,Barry White,2003-01-01,248906,0,0.65,0.0316,0.461,1.48e-05,5,0,0.0653,-12.33,0.0385,88.012,4,0.782
680,"Say, Has Anybody Seen My Sweet Gypsy Rose (feat. Tony Orlando) - Digitally Remastered 1998",New Ragtime Follies,Dawn,1973-04-22,172160,32,0.527,0.524,0.702,1.43e-05,1,1,0.0833,-9.271,0.177,170.565,4,0.611
681,Keep On Truckin',"The Eddie Kendricks Collection, Volume 1",Eddie Kendricks,2005-01-01,479413,0,0.45,0.122,0.81,0.00963,1,1,0.0412,-9.762,0.0472,101.568,4,0.86
682,Dancing In the Moonlight,Dancing in the Moonlight,King Harvest,1972-03-01,181133,49,0.657,0.739,0.435,0.0,10,1,0.167,-15.707,0.0552,135.975,4,0.771
683,Danny's Song,Danny's Song,Anne Murray,1973,188293,56,0.512,0.418,0.379,1.09e-05,11,0,0.0967,-12.251,0.0299,144.687,4,0.522
684,Monster Mash,The Original Monster Mash,"Bobby ""Boris"" Pickett",1962,194200,0,0.63,0.258,0.653,0.0,11,0,0.392,-11.151,0.286,139.405,4,0.705
685,Natural High - Single Version,The Essentials: Bloodstone,Bloodstone,2002,249093,55,0.332,0.729,0.371,0.00021,4,1,0.176,-9.884,0.0396,173.273,3,0.375
686,Diamond Girl,Diamond Girl,Seals and Crofts,1973,253400,52,0.575,0.463,0.386,0.00176,4,0,0.0576,-12.012,0.0319,138.467,4,0.414
687,Long Train Runnin',The Captain and Me,The Doobie Brothers,1973,207266,73,0.575,0.0916,0.912,0.00211,7,0,0.0562,-7.275,0.0393,117.399,4,0.843
688,If You Want Me to Stay,Fresh,Sly & The Family Stone,1973-06-30,180493,69,0.843,0.28,0.48,0.000782,11,0,0.108,-11.574,0.0492,101.993,4,0.762
689,Daddy's Home,The Ultimate Collection: Jackson 5,Jermaine Jackson,1996-01-01,183000,24,0.635,0.296,0.435,0.0,4,0,0.122,-8.539,0.0249,81.198,3,0.604
690,Neither One Of Us (Wants To Be The First To Say Goodbye),The Best Of Gladys Knight & The Pips,Gladys Knight & The Pips,1995-01-01,261466,0,0.525,0.53,0.407,3.54e-06,5,1,0.2,-12.724,0.0351,140.52,4,0.67
691,I'm Doin' Fine Now,One Hit Wonders - Vol. 7,New York City,2010-12-24,164880,13,0.842,0.0249,0.641,0.00701,0,1,0.168,-8.826,0.0396,117.194,4,0.82
692,Could It Be I'm Falling in Love - 2003 Remaster,Essentials,The Spinners,2002,249480,20,0.325,0.617,0.772,0.0,9,0,0.125,-6.779,0.099,209.273,4,0.799
693,Daniel,Don't Shoot Me I'm Only The Piano Player,Elton John,1973-01-22,234666,68,0.688,0.38,0.477,4.93e-05,0,1,0.0864,-11.945,0.029,132.071,4,0.897
694,Midnight Train to Georgia,Imagination,Gladys Knight & The Pips,1973,276400,0,0.563,0.143,0.389,5e-05,10,0,0.0703,-11.866,0.0466,91.814,4,0.402
695,Smoke on the Water,Machine Head,Deep Purple,1972-03-25,342173,65,0.632,0.0983,0.586,0.581,0,1,0.0535,-11.333,0.0284,114.243,4,0.89
696,"The Cover Of ""Rolling Stone""",The Essential Dr. Hook And The Medicine Show,Dr. Hook,2003-04-17,175640,0,0.645,0.278,0.646,0.0,9,1,0.213,-7.397,0.118,142.156,4,0.89
697,Behind Closed Doors,Behind Closed Doors (Expanded Edition),Charlie Rich,1973,174826,49,0.472,0.85,0.338,0.000221,2,1,0.0761,-11.196,0.0273,85.66,4,0.522
698,Your Mama Don't Dance,Loggins And Messina,Loggins & Messina,1972-10-01,168200,39,0.539,0.167,0.612,8.67e-05,0,1,0.102,-12.671,0.0351,146.762,4,0.967
699,The Way We Were,The Way We Were,Barbra Streisand,1974-01,211093,64,0.264,0.885,0.32,0.00141,9,1,0.134,-11.716,0.0325,138.108,3,0.171
700,Seasons in the Sun,Radio Hits Of the '70s,Terry Jacks,1972,209346,57,0.678,0.777,0.611,0.0,6,1,0.175,-8.306,0.0506,98.949,4,0.821
701,Love's Theme,Rhapsody In White,The Love Unlimited Orchestra,1974,246266,0,0.562,0.000979,0.566,0.882,4,0,0.363,-12.057,0.0336,97.342,4,0.697
702,Come and Get Your Love - Re-Recorded,The Warriors,Redbone,2011-04-11,177684,0,0.742,0.0427,0.851,0.00329,2,1,0.0562,-6.372,0.0564,104.132,4,0.966
703,Dancing Machine,Dancing Machine,The Jackson 5,1974-09-05,161813,57,0.776,0.133,0.794,2.35e-05,6,1,0.689,-7.722,0.0723,109.277,4,0.845
704,The Loco-Motion - Remastered 2002,Shinin' On (Remastered 2002 / Expanded Edition),Grand Funk Railroad,1974-03-01,165800,56,0.456,0.375,0.933,0.0,0,1,0.563,-5.212,0.153,125.051,4,0.367
705,T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),Love Is The Message,MFSB,1973-12-01,222346,51,0.707,0.149,0.854,0.117,7,0,0.0987,-8.231,0.0286,114.022,4,0.96
706,The Streak,Greatest Hits (50th Anniversary Collection),Ray Stevens,2008-05-06,199066,0,0.642,0.399,0.783,0.0,0,1,0.378,-4.796,0.277,120.583,4,0.838
707,Bennie And The Jets,Elton John's Greatest Hits,Elton John,1990-01-01,311400,0,0.718,0.311,0.431,0.000425,0,1,0.381,-13.519,0.0794,132.199,4,0.86
708,One Hell Of A Woman,Stop And Smell The Roses,Mac Davis,1974-02-27,171960,29,0.634,0.344,0.428,0.00253,9,1,0.0997,-16.536,0.0471,120.161,4,0.61
709,Until You Come Back to Me (That's What I'm Gonna Do),Let Me In Your Life,Aretha Franklin,1974-02-25,208466,55,0.664,0.683,0.634,3.34e-05,2,1,0.221,-6.348,0.0349,93.914,4,0.666
710,Jungle Boogie,Number 1's,Kool & The Gang,2007-01-01,183773,0,0.805,0.0716,0.866,0.00196,5,1,0.313,-8.614,0.098,107.304,4,0.613
711,Midnight at the Oasis,Rhino Hi-Five: Maria Muldaur,Maria Muldaur,2005-07-19,224986,35,0.663,0.093,0.512,6.78e-06,1,1,0.327,-9.557,0.0273,99.388,4,0.44
712,You Make Me Feel Brand New,The Best Of The Stylistics,The Stylistics,1985,287546,0,0.334,0.886,0.219,2.04e-06,7,1,0.137,-13.641,0.0275,154.275,4,0.205
713,Show and Tell,Show and Tell: The Best of Al Wilson,Al Wilson,1973,207986,47,0.37,0.303,0.418,0.0,2,1,0.0832,-11.305,0.0266,177.576,4,0.926
714,Spiders & Snakes,The Best Of,Jim Stafford,1997-01-01,188600,0,0.669,0.371,0.728,0.00102,4,1,0.122,-8.879,0.06,163.727,4,0.899
715,Rock On,Best Of David Essex,David Essex,1996-01-08,202600,41,0.708,0.922,0.171,0.00775,1,0,0.755,-20.71,0.2,75.192,4,0.619
716,"Sunshine on My Shoulders - ""Greatest Hits"" Version",John Denver's Greatest Hits,John Denver,2005-06-07,313440,0,0.255,0.853,0.259,0.00411,10,1,0.113,-11.708,0.0326,132.31,4,0.239
717,Sideshow,Blue Magic,Blue Magic,1974,251520,53,0.586,0.837,0.337,0.0,7,1,0.628,-13.165,0.0347,133.229,4,0.543
718,Hooked On A Feeling,Hooked On A Feeling,Blue Swede,1973-04-01,172866,75,0.547,0.261,0.82,0.0,8,1,0.3,-6.728,0.0805,118.208,4,0.933
719,"Billy, Don't Be A Hero",Rockin' 70's Volume 2,Bo Donaldson & The Heywoods,1996-01-01,205866,0,0.71,0.0403,0.691,0.0,11,1,0.162,-10.169,0.0408,122.156,4,0.963
720,Band On The Run - 1993 Digital Remaster,Wings Greatest,Paul McCartney,1993,311906,0,0.474,0.0198,0.451,0.0165,0,1,0.343,-13.532,0.0308,125.174,4,0.656
721,The Most Beautiful Girl,Behind Closed Doors (Expanded Edition),Charlie Rich,1973,161826,25,0.574,0.544,0.398,0.0,7,1,0.123,-11.387,0.0267,104.258,4,0.397
722,Time In A Bottle,You Don't Mess Around With Jim,Jim Croce,1972-01-01,147960,0,0.543,0.854,0.256,0.0,2,1,0.149,-11.573,0.0343,134.257,3,0.635
723,Annie's Song,Back Home Again,John Denver,1974,178266,0,0.325,0.92,0.308,0.00603,2,1,0.441,-11.503,0.0297,147.117,3,0.447
724,Sundown,Sundown,Gordon Lightfoot,1974,213400,69,0.794,0.334,0.427,1.04e-05,11,1,0.0703,-15.492,0.029,105.732,4,0.751
725,(You're) Having My Baby,Anka,Paul Anka,1974,156293,53,0.596,0.551,0.589,0.0,0,1,0.0897,-8.747,0.037,75.288,4,0.587
726,Rock Me Gently,Greatest Hits,Andy Kim,2008-01-01,208333,57,0.719,0.231,0.703,9e-05,0,1,0.129,-8.306,0.0545,123.173,4,0.776
727,Boogie Down,Motown: The Complete No. 1's,Eddie Kendricks,2008-01-01,230306,0,0.724,0.267,0.651,0.0139,5,0,0.238,-10.058,0.0297,114.513,4,0.92
728,Dark Lady,Essential Collection: Cher,Cher,2001-01-01,208200,16,0.522,0.409,0.578,0.0,8,1,0.0921,-8.13,0.0354,147.156,4,0.463
729,Best Thing That Ever Happened to Me,Imagination,Gladys Knight & The Pips,1973,225200,0,0.462,0.113,0.579,1.39e-06,9,1,0.14,-10.671,0.0368,92.338,4,0.583
730,Just Don't Want to Be Lonely - Remastered,A Quiet Storm,The Main Ingredient,1996-04-30,214893,17,0.589,0.466,0.486,0.0,7,0,0.158,-12.516,0.0378,152.537,4,0.91
731,Nothing From Nothing,Ultimate Collection: Billy Preston,Billy Preston,2000-01-01,157666,42,0.809,0.575,0.726,0.235,9,0,0.18,-8.209,0.0274,102.779,4,0.92
732,Rock Your Baby (Radio Mix),The Best Of George McCrae,George McCrae,2009-07-20,192506,5,0.596,0.203,0.763,0.0177,5,0,0.334,-12.027,0.0421,104.638,4,0.945
733,The Show Must Go On - Single Version,Three Dog Night - The Complete Hit Singles,Three Dog Night,2004-01-01,224800,21,0.642,0.29,0.703,1.84e-06,5,1,0.181,-9.766,0.0367,99.515,4,0.642
734,Rock the Boat,Carlito's Way: Music From The Motion Picture,Hues Corporation,1993-11-09,186733,39,0.605,0.224,0.726,0.0,3,1,0.138,-6.672,0.0657,107.095,4,0.858
735,Smokin' in the Boy's Room,Rhino Hi-Five: Brownsville Station,Brownsville Station,2006-11-28,176453,23,0.575,0.735,0.756,0.0401,2,1,0.0755,-9.414,0.0544,127.434,4,0.844
736,Living For The City,Number 1's,Stevie Wonder,2007-01-01,221466,0,0.704,0.0695,0.596,0.0,11,1,0.121,-7.822,0.0832,98.485,4,0.569
737,Then Came You,The Very Best of the Spinners,The Spinners,1993,239443,24,0.839,0.513,0.592,0.0,0,1,0.322,-11.661,0.0839,116.4,4,0.801
738,The Entertainer - The Sting/Soundtrack Version (Piano Version),The Sting,Marvin Hamlisch,1974-01-01,153973,29,0.48,0.945,0.327,0.918,0,1,0.0732,-10.422,0.0906,170.032,4,0.527
739,Waterloo,Waterloo,ABBA,1974-01-01,168826,0,0.441,0.423,0.926,3.38e-06,2,1,0.235,-4.736,0.046,147.564,4,0.779
740,The Air That I Breathe - 2008 Remaster,Hollies,The Hollies,1974-03-01,257106,69,0.279,0.242,0.473,0.00164,4,0,0.158,-8.375,0.0309,167.792,4,0.246
741,Rikki Don't Lose That Number,Pretzel Logic,Steely Dan,1974-01-01,271093,64,0.656,0.518,0.462,0.000137,11,0,0.091,-14.072,0.0373,116.049,4,0.642
742,Mockingbird,Hotcakes,Carly Simon,1974,254240,50,0.716,0.0532,0.753,0.000619,3,1,0.183,-12.407,0.0368,113.404,4,0.952
743,Help Me,Court and Spark,Joni Mitchell,1974-01-17,204320,54,0.579,0.484,0.536,5.4e-05,9,0,0.0937,-10.035,0.0388,81.868,4,0.67
744,You Won't See Me,Anne Murray The Best Of...So Far - 20 Greatest Hits,Anne Murray,1994-01-01,244333,28,0.678,0.563,0.733,0.0,11,1,0.0599,-7.45,0.0342,114.759,4,0.762
745,Tell Me Something Good,Rags To Rufus,Rufus & Chaka Khan,1974-01-01,277066,56,0.657,0.616,0.546,0.0,1,1,0.226,-9.738,0.269,73.131,4,0.757
746,Top Of The World - Single Mix,The Singles 1969 - 1973,Carpenters,1973-01-01,178373,0,0.35,0.667,0.455,0.0,10,1,0.0806,-14.279,0.0741,183.596,4,0.687
747,I've Got to Use My Imagination,Imagination,Gladys Knight & The Pips,1973,212973,0,0.822,0.0164,0.795,0.0127,9,0,0.0615,-12.308,0.0383,121.461,4,0.917
748,You And Me Against The World,Love Song For Jeffrey,Helen Reddy,2006-01-01,191666,35,0.383,0.498,0.348,0.000114,9,1,0.154,-11.991,0.0282,78.627,4,0.244
749,Love Will Keep Us Together,Scrapbook,Captain & Tennille,1999-01-01,203600,51,0.681,0.476,0.554,0.0,4,1,0.167,-10.333,0.0343,129.587,4,0.933
750,Rhinestone Cowboy - Remastered,The Glen Campbell Collection,Glen Campbell,2004-01-01,196440,40,0.683,0.0742,0.453,0.00174,0,1,0.111,-12.843,0.0283,115.132,4,0.699
751,Philadelphia Freedom,The Greatest Hits 1970-2002,Elton John,2002-01-01,322066,0,0.698,0.0255,0.709,8.73e-05,0,0,0.0749,-5.514,0.031,125.493,4,0.767
752,Before The Next Teardrop Falls,Before The Next Teardrop Falls,Freddy Fender,2006-11-01,156386,20,0.744,0.838,0.147,1.35e-06,10,1,0.0828,-15.44,0.0354,92.059,4,0.72
753,My Eyes Adored You,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli,2003-01-14,212626,46,0.446,0.272,0.489,0.0,11,0,0.16,-10.26,0.033,137.829,4,0.396
754,Shining Star,Greatest Hits,"Earth, Wind & Fire",1998-11-03,170106,0,0.678,0.453,0.787,0.00271,9,1,0.199,-9.045,0.0582,102.513,4,0.808
755,Fame - 1999 Digital Remaster,Best Of Bowie,David Bowie,2002-10-21,257173,0,0.775,0.276,0.615,0.0125,10,1,0.035,-10.235,0.0558,95.751,4,0.621
756,Laughter In The Rain,The Definitive Collection,Neil Sedaka,2007-04-24,170066,0,0.498,0.32,0.62,0.00628,5,1,0.0411,-9.435,0.024,100.768,4,0.896
757,Thank God I'm a Country Boy - Live,The Essential John Denver,John Denver,2007-02-27,200466,0,0.409,0.656,0.621,0.0,9,1,0.967,-11.016,0.138,202.354,3,0.836
758,Jive Talkin' - 2009 Remastered Version,The Ultimate Bee Gees,Bee Gees,2009-11-02,224453,0,0.822,0.19,0.739,0.102,5,1,0.122,-7.145,0.0612,105.949,4,0.736
759,The Best of My Love - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,2003-10-21,274891,48,0.559,0.717,0.393,0.0,0,1,0.0532,-11.095,0.0237,90.105,4,0.669
760,Lovin' You,Capitol Gold: The Best Of Minnie Riperton,Minnie Riperton,1993-01-01,203506,58,0.392,0.903,0.213,1.01e-06,9,1,0.12,-12.494,0.0415,100.518,3,0.312
761,Kung Fu Fighting,Golden hits forever v1 (Re-recording),Carl Douglas,2008-10-15,192213,0,0.58,0.513,0.673,2.91e-06,2,1,0.203,-12.183,0.0608,102.224,4,0.732
762,Black Water - Single Version,Best of The Doobies,The Doobie Brothers,1976-10-29,258613,53,0.543,0.334,0.307,0.0,2,1,0.044,-18.253,0.0414,168.169,4,0.649
763,Ballroom Blitz,Shaun White Snowboarding: Official Soundtrack,Sweet,2008-11-18,241973,50,0.557,0.000867,0.919,0.000948,11,0,0.0394,-5.602,0.0751,108.524,4,0.804
764,"(Hey, Won’t You Play) Another Somebody Done Somebody Wrong Song (Re-Recorded)",70s Classics,B.J. Thomas,2007-05-01,215600,0,0.72,0.463,0.414,5.77e-06,4,1,0.112,-12.661,0.0363,124.997,4,0.525
765,He Don't Love You (Like I Love You),He Don't Love You,Tony Orlando & Dawn,1975,219946,42,0.637,0.287,0.55,1.85e-05,9,1,0.345,-12.378,0.0335,119.303,4,0.805
766,At Seventeen,Between The Lines,Janis Ian,1975,283773,0,0.623,0.901,0.293,0.000512,0,1,0.119,-15.281,0.0439,124.979,4,0.369
767,Pick Up The Pieces,Average White Band - 5 Songs EP,Average White Band,2009-04-27,234586,29,0.77,0.0106,0.858,0.685,10,0,0.0298,-7.086,0.0492,109.883,4,0.76
768,The Hustle - Original Mix,The Hustle & The Best of Van McCoy,Van McCoy,1976,250240,0,0.627,0.232,0.875,0.475,0,1,0.0759,-10.291,0.0741,110.521,4,0.854
769,Lady Marmalade - Single Version,70s 100 Hits,LaBelle,2010-03-01,194653,42,0.554,0.108,0.571,2.67e-06,0,1,0.0951,-12.016,0.0616,116.408,4,0.772
770,Why Can't We Be Friends,Semi-Pro - Original Motion Picture Soundtrack,War,2008-01-01,228346,0,0.77,0.18,0.79,0.0,10,1,0.216,-5.744,0.0388,92.682,4,0.964
771,Love Won't Let Me Wait - WMI Compilation Edit,Atlantic 60th: Love Song Soul,Major Harris,2007-10-30,329893,6,0.503,0.851,0.502,5.75e-06,9,1,0.238,-7.855,0.0307,115.74,3,0.274
772,Boogie On Reggae Woman,Number 1's,Stevie Wonder,2007-01-01,288066,0,0.877,0.211,0.743,0.0487,10,0,0.0817,-11.995,0.0518,106.543,4,0.77
773,Wasted Days and Wasted Nights (Original Version),An Introduction To Freddy Fender,Freddy Fender,2006-08-17,169826,22,0.646,0.633,0.304,0.00535,4,0,0.112,-15.798,0.0404,125.007,3,0.965
774,"Fight the Power, Pts. 1 & 2",The Essential Isley Brothers,The Isley Brothers,2004,318133,22,0.794,0.0661,0.764,0.00242,11,0,0.0863,-7.122,0.108,126.39,4,0.771
775,Angie Baby,Helen Reddy's Greatest Hits (And More),Helen Reddy,1987-01-01,211293,34,0.563,0.48,0.34,1.29e-05,7,0,0.119,-15.589,0.0563,80.324,4,0.595
776,Jackie Blue,It'll Shine When It Shines,The Ozark Mountain Daredevils,1974,250120,57,0.562,0.362,0.538,0.00315,1,1,0.0411,-9.937,0.0275,107.096,4,0.962
777,Fire,Funk On Fire - The Mercury Anthology,Ohio Players,1995,274426,0,0.623,0.228,0.836,0.0466,5,1,0.311,-10.373,0.0785,107.306,4,0.799
